Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2009-10-26,126.0,169.8000030517578,126.0,166.0,111.5832290649414,26247100,Expleo Solutions Limited
2009-10-27,163.89999389648438,197.3000030517578,161.3000030517578,197.3000030517578,132.62274169921875,20307000,Expleo Solutions Limited
2009-10-28,170.0,217.8999938964844,170.0,212.0,142.50390625,20217704,Expleo Solutions Limited
2009-10-29,212.0,223.8000030517578,199.3500061035156,220.9499969482422,148.52000427246094,11128693,Expleo Solutions Limited
2009-10-30,224.8999938964844,231.5,220.3000030517578,224.25,150.73822021484375,6075894,Expleo Solutions Limited
2009-11-03,219.8000030517578,229.0,196.5500030517578,227.0,152.5867156982422,6928555,Expleo Solutions Limited
2009-11-04,230.1000061035156,248.0,215.3000030517578,237.6000061035156,159.71192932128906,7785254,Expleo Solutions Limited
2009-11-05,236.0,244.3999938964844,207.3500061035156,214.6499938964844,144.28518676757812,10052767,Expleo Solutions Limited
2009-11-06,202.0,221.6999969482422,202.0,215.0,144.52044677734375,3846460,Expleo Solutions Limited
2009-11-09,214.0,230.8000030517578,213.6000061035156,229.8999938964844,154.5360565185547,2924296,Expleo Solutions Limited
2009-11-10,232.3999938964844,244.5,231.0500030517578,242.6999969482422,163.1400909423828,3429791,Expleo Solutions Limited
2009-11-11,245.8999938964844,258.8500061035156,240.8000030517578,252.5500030517578,169.76112365722656,3468535,Expleo Solutions Limited
2009-11-12,256.3999938964844,266.5,243.0,247.0,166.0304718017578,4254703,Expleo Solutions Limited
2009-11-13,249.6999969482422,256.0,245.6000061035156,254.6999969482422,171.20631408691406,2192213,Expleo Solutions Limited
2009-11-16,255.0,262.0,253.0,260.0,174.76893615722656,1307857,Expleo Solutions Limited
2009-11-17,264.79998779296875,265.29998779296875,258.04998779296875,258.5,173.76065063476562,779818,Expleo Solutions Limited
2009-11-18,260.5,260.79998779296875,247.3999938964844,255.0,171.40798950195312,1478793,Expleo Solutions Limited
2009-11-19,255.25,265.1000061035156,254.1499938964844,264.70001220703125,177.92822265625,1507732,Expleo Solutions Limited
