Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2016-08-12,275.0,288.75,275.0,288.75,283.74908447265625,2003330,S. P. Apparels Limited
2016-08-16,291.5,291.70001220703125,275.0,284.54998779296875,279.6217956542969,205250,S. P. Apparels Limited
2016-08-17,284.54998779296875,295.0,280.0,290.54998779296875,285.51788330078125,235227,S. P. Apparels Limited
2016-08-18,288.0,305.04998779296875,288.0,304.8500061035156,299.5702819824219,339075,S. P. Apparels Limited
2016-08-19,303.0,313.0,298.04998779296875,300.75,295.541259765625,144972,S. P. Apparels Limited
2016-08-22,294.1499938964844,303.70001220703125,291.5,292.6499938964844,287.58154296875,138666,S. P. Apparels Limited
2016-08-23,296.8999938964844,300.0,288.54998779296875,296.0,290.8735046386719,64827,S. P. Apparels Limited
2016-08-24,292.0,309.0,292.0,308.04998779296875,302.7148132324219,143982,S. P. Apparels Limited
2016-08-25,323.45001220703125,323.45001220703125,323.45001220703125,323.45001220703125,317.8481140136719,29632,S. P. Apparels Limited
2016-08-26,339.6000061035156,339.6000061035156,331.29998779296875,339.6000061035156,333.7184143066406,540865,S. P. Apparels Limited
2016-08-29,341.0,352.5,320.0,329.95001220703125,324.2355651855469,422433,S. P. Apparels Limited
2016-08-30,332.29998779296875,345.25,332.04998779296875,335.1000061035156,329.2963256835937,201574,S. P. Apparels Limited
2016-08-31,338.0,341.29998779296875,323.29998779296875,325.6000061035156,319.9608764648437,118152,S. P. Apparels Limited
2016-09-01,326.0,335.0,321.0,323.1499938964844,317.5533142089844,109841,S. P. Apparels Limited
2016-09-02,328.6499938964844,341.0,323.29998779296875,338.75,332.88311767578125,274560,S. P. Apparels Limited
2016-09-06,341.0,341.0,331.5,334.25,328.4610595703125,68048,S. P. Apparels Limited
2016-09-07,335.95001220703125,349.95001220703125,333.0,348.0,341.9729309082031,351090,S. P. Apparels Limited
2016-09-08,350.95001220703125,359.95001220703125,345.29998779296875,349.75,343.692626953125,233463,S. P. Apparels Limited
2016-09-09,350.20001220703125,350.20001220703125,334.95001220703125,341.25,335.3398132324219,120276,S. P. Apparels Limited
