Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2005-03-09,185.0,223.8000030517578,185.0,206.1999969482422,206.1999969482422,5194683,Xchanging Solutions Limited
2005-03-10,205.0,207.8000030517578,198.1000061035156,200.3500061035156,200.3500061035156,1090492,Xchanging Solutions Limited
2005-03-11,201.3500061035156,203.8999938964844,191.1999969482422,193.1999969482422,193.1999969482422,499269,Xchanging Solutions Limited
2005-03-14,194.4499969482422,195.75,186.6000061035156,187.6000061035156,187.6000061035156,230068,Xchanging Solutions Limited
2005-03-15,188.8500061035156,189.6999969482422,180.0,185.8999938964844,185.8999938964844,298272,Xchanging Solutions Limited
2005-03-16,185.8999938964844,193.8500061035156,184.0,190.0500030517578,190.0500030517578,396360,Xchanging Solutions Limited
2005-03-17,190.4499969482422,192.8999938964844,186.0,187.3999938964844,187.3999938964844,148741,Xchanging Solutions Limited
2005-03-18,188.0,189.3999938964844,181.1499938964844,185.8500061035156,185.8500061035156,138317,Xchanging Solutions Limited
2005-03-21,185.0,190.0,182.0,187.1000061035156,187.1000061035156,75959,Xchanging Solutions Limited
2005-03-22,185.0,193.8999938964844,181.0,182.1999969482422,182.1999969482422,259240,Xchanging Solutions Limited
2005-03-23,181.0500030517578,209.0,181.0500030517578,183.1499938964844,183.1499938964844,604552,Xchanging Solutions Limited
2005-03-24,187.75,188.8000030517578,173.39999389648438,176.8000030517578,176.8000030517578,260611,Xchanging Solutions Limited
2005-03-28,178.8000030517578,182.6999969482422,176.4499969482422,178.9499969482422,178.9499969482422,95711,Xchanging Solutions Limited
2005-03-29,178.6999969482422,178.8000030517578,172.5,173.6999969482422,173.6999969482422,101167,Xchanging Solutions Limited
2005-03-30,176.0,176.5,172.0,173.6999969482422,173.6999969482422,58875,Xchanging Solutions Limited
2005-03-31,176.8000030517578,184.0,175.0,179.10000610351562,179.10000610351562,84043,Xchanging Solutions Limited
2005-04-01,179.10000610351562,180.8999938964844,179.0,180.0500030517578,180.0500030517578,61885,Xchanging Solutions Limited
2005-04-04,181.0500030517578,184.5,178.60000610351562,180.25,180.25,115359,Xchanging Solutions Limited
2005-04-05,181.0,191.6000061035156,180.0,188.4499969482422,188.4499969482422,191742,Xchanging Solutions Limited
2005-04-06,190.0500030517578,197.3999938964844,187.6000061035156,194.6000061035156,194.6000061035156,234273,Xchanging Solutions Limited
2005-04-07,197.0,201.8999938964844,193.6000061035156,195.0,195.0,312584,Xchanging Solutions Limited
2005-04-08,199.0,199.0,189.0,192.3999938964844,192.3999938964844,110606,Xchanging Solutions Limited
