Date,Open,High,Low,Close,Adj Close,Volume
2008-10-06,40.0,40.0,15.800000190734863,16.774999618530273,14.652863502502441,23501600
2008-10-07,16.0,19.0,13.925000190734863,15.024999618530273,13.124249458312988,9113400
2008-10-08,14.0,14.600000381469727,12.550000190734863,13.25,11.573797225952148,2464384
2008-10-10,12.449999809265137,12.449999809265137,10.824999809265137,11.600000381469727,10.132532119750977,1207928
2008-10-13,12.149999618530273,13.300000190734863,11.649999618530273,12.324999809265137,10.765814781188965,898692
2008-10-14,12.824999809265137,13.0,10.75,11.074999809265137,9.673948287963867,673088
2008-10-15,10.649999618530273,12.774999618530273,10.024999618530273,12.175000190734863,10.634791374206543,1126836
2008-10-16,11.024999618530273,14.625,10.800000190734863,13.25,11.573797225952148,1944000
2008-10-17,14.024999618530273,14.350000381469727,10.975000381469727,10.975000381469727,9.58659839630127,1806200
2008-10-20,11.25,11.625,9.850000381469727,10.875,9.499248504638672,722818
2008-10-21,11.399999618530273,11.475000381469727,10.550000190734863,10.850000381469727,9.477411270141602,177410
2008-10-22,10.925000190734863,11.100000381469727,10.0,10.149999618530273,8.865965843200684,328698
2008-10-23,9.149999618530273,10.125,8.149999618530273,9.5,8.29819393157959,108936
2008-10-24,8.625,9.949999809265137,8.024999618530273,8.25,7.206326007843018,122200
2008-10-27,7.625,8.475000381469727,6.75,7.300000190734863,6.376506805419922,141400
2008-10-29,9.550000190734863,9.550000190734863,8.0,8.300000190734863,7.250002384185791,120276
2008-10-31,8.600000381469727,9.300000190734863,8.350000381469727,8.625,7.533886909484863,141526
2008-11-03,8.899999618530273,9.0,8.375,8.625,7.533886909484863,109362
2008-11-04,8.5,9.75,8.25,9.074999809265137,7.92695951461792,227414
2008-11-05,9.149999618530273,9.725000381469727,7.449999809265137,9.050000190734863,7.905121326446533,233216
2008-11-06,8.574999809265137,9.399999618530273,8.550000190734863,9.0,7.861447811126709,81298
2008-11-07,8.800000190734863,10.800000190734863,8.800000190734863,10.350000381469727,9.040663719177246,490888
2008-11-10,10.600000381469727,11.175000190734863,9.824999809265137,9.949999809265137,8.691267967224121,304862
