Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2015-09-09,152.0,169.4499969482422,152.0,167.9499969482422,167.9499969482422,26761101,Navkar Corporation Limited
2015-09-10,162.8000030517578,165.39999389648438,158.35000610351562,163.39999389648438,163.39999389648438,2071594,Navkar Corporation Limited
2015-09-11,165.5,167.89999389648438,161.5,162.89999389648438,162.89999389648438,1162912,Navkar Corporation Limited
2015-09-14,163.4499969482422,171.8000030517578,160.5500030517578,164.89999389648438,164.89999389648438,1628219,Navkar Corporation Limited
2015-09-15,165.0,167.85000610351562,162.3000030517578,163.25,163.25,356928,Navkar Corporation Limited
2015-09-16,164.6999969482422,166.9499969482422,161.8000030517578,162.5,162.5,332212,Navkar Corporation Limited
2015-09-18,163.0,165.89999389648438,162.5,164.1999969482422,164.1999969482422,345656,Navkar Corporation Limited
2015-09-21,162.6999969482422,165.64999389648438,161.6999969482422,162.35000610351562,162.35000610351562,223947,Navkar Corporation Limited
2015-09-22,162.0,164.35000610351562,155.64999389648438,158.1999969482422,158.1999969482422,233226,Navkar Corporation Limited
2015-09-23,156.9499969482422,160.4499969482422,156.14999389648438,158.35000610351562,158.35000610351562,132251,Navkar Corporation Limited
2015-09-24,157.64999389648438,158.5,154.25,155.4499969482422,155.4499969482422,111108,Navkar Corporation Limited
2015-09-28,155.0,158.25,153.35000610351562,156.4499969482422,156.4499969482422,132024,Navkar Corporation Limited
2015-09-29,154.0,161.14999389648438,153.0,159.25,159.25,161985,Navkar Corporation Limited
2015-09-30,159.85000610351562,161.6999969482422,156.60000610351562,158.5500030517578,158.5500030517578,180456,Navkar Corporation Limited
2015-10-01,158.60000610351562,158.60000610351562,155.10000610351562,156.0,156.0,64867,Navkar Corporation Limited
2015-10-05,155.1999969482422,158.39999389648438,155.1999969482422,156.89999389648438,156.89999389648438,217071,Navkar Corporation Limited
2015-10-06,157.4499969482422,157.9499969482422,155.6999969482422,157.0500030517578,157.0500030517578,130474,Navkar Corporation Limited
2015-10-07,155.1999969482422,157.89999389648438,154.60000610351562,156.89999389648438,156.89999389648438,185388,Navkar Corporation Limited
2015-10-08,157.85000610351562,157.85000610351562,154.25,156.5,156.5,72563,Navkar Corporation Limited
2015-10-09,157.39999389648438,157.5500030517578,155.5,157.0500030517578,157.0500030517578,148892,Navkar Corporation Limited
2015-10-12,157.64999389648438,157.89999389648438,152.14999389648438,154.14999389648438,154.14999389648438,110706,Navkar Corporation Limited
2015-10-13,155.5,155.5,151.0500030517578,153.14999389648438,153.14999389648438,59718,Navkar Corporation Limited
2015-10-14,154.5500030517578,155.8000030517578,151.39999389648438,155.10000610351562,155.10000610351562,238508,Navkar Corporation Limited
2015-10-15,155.8000030517578,157.0,153.39999389648438,156.0,156.0,159379,Navkar Corporation Limited
2015-10-16,157.0,164.75,155.5500030517578,159.14999389648438,159.14999389648438,536204,Navkar Corporation Limited
2015-10-19,159.89999389648438,164.0,155.60000610351562,160.35000610351562,160.35000610351562,315763,Navkar Corporation Limited
2015-10-20,160.5500030517578,163.8000030517578,156.5,160.3000030517578,160.3000030517578,145458,Navkar Corporation Limited
2015-10-21,161.6999969482422,161.9499969482422,158.6999969482422,159.75,159.75,66698,Navkar Corporation Limited
2015-10-23,161.35000610351562,162.0,158.10000610351562,159.14999389648438,159.14999389648438,90637,Navkar Corporation Limited
2015-10-26,160.5,160.60000610351562,157.4499969482422,158.35000610351562,158.35000610351562,115582,Navkar Corporation Limited
2015-10-27,158.64999389648438,159.9499969482422,156.64999389648438,158.5,158.5,68816,Navkar Corporation Limited
2015-10-28,159.89999389648438,161.60000610351562,159.0,160.10000610351562,160.10000610351562,98187,Navkar Corporation Limited
2015-10-29,162.89999389648438,162.89999389648438,157.60000610351562,159.64999389648438,159.64999389648438,57341,Navkar Corporation Limited
2015-10-30,161.0,167.39999389648438,159.0,163.3000030517578,163.3000030517578,435367,Navkar Corporation Limited
2015-11-02,161.5,165.0,159.5500030517578,163.75,163.75,171615,Navkar Corporation Limited
2015-11-03,163.60000610351562,166.1999969482422,162.10000610351562,165.25,165.25,184753,Navkar Corporation Limited
2015-11-04,165.1999969482422,177.9499969482422,163.8000030517578,174.60000610351562,174.60000610351562,1116286,Navkar Corporation Limited
2015-11-05,175.14999389648438,177.0,170.0,173.10000610351562,173.10000610351562,624581,Navkar Corporation Limited
2015-11-06,172.3000030517578,179.89999389648438,172.3000030517578,178.0,178.0,409753,Navkar Corporation Limited
2015-11-09,169.89999389648438,184.3500061035156,169.89999389648438,181.1499938964844,181.1499938964844,336409,Navkar Corporation Limited
2015-11-10,181.8999938964844,183.8500061035156,177.39999389648438,179.60000610351562,179.60000610351562,231265,Navkar Corporation Limited
2015-11-13,180.5,183.1999969482422,177.89999389648438,180.5500030517578,180.5500030517578,104101,Navkar Corporation Limited
2015-11-16,181.0,190.6000061035156,178.35000610351562,188.6999969482422,188.6999969482422,542987,Navkar Corporation Limited
2015-11-17,190.3999938964844,193.1000061035156,186.5,188.5500030517578,188.5500030517578,306761,Navkar Corporation Limited
2015-11-18,188.8999938964844,190.5,182.25,185.9499969482422,185.9499969482422,96938,Navkar Corporation Limited
2015-11-19,187.4499969482422,189.6999969482422,185.5,186.8999938964844,186.8999938964844,92156,Navkar Corporation Limited
2015-11-20,187.0,191.3999938964844,184.1000061035156,188.1499938964844,188.1499938964844,179065,Navkar Corporation Limited
2015-11-23,189.8999938964844,191.0,186.1000061035156,188.1000061035156,188.1000061035156,111784,Navkar Corporation Limited
2015-11-24,190.0,192.9499969482422,187.1000061035156,189.4499969482422,189.4499969482422,159005,Navkar Corporation Limited
2015-11-26,189.1499938964844,197.5,186.5,187.8999938964844,187.8999938964844,397236,Navkar Corporation Limited
2015-11-27,188.5,201.1999969482422,188.5,195.1499938964844,195.1499938964844,639890,Navkar Corporation Limited
2015-11-30,197.1999969482422,202.0,195.1000061035156,197.6000061035156,197.6000061035156,144119,Navkar Corporation Limited
2015-12-01,198.6999969482422,198.8999938964844,193.1000061035156,193.8999938964844,193.8999938964844,83693,Navkar Corporation Limited
2015-12-02,195.0,198.8999938964844,192.1499938964844,195.4499969482422,195.4499969482422,84388,Navkar Corporation Limited
2015-12-03,194.3000030517578,199.1999969482422,193.0,195.5500030517578,195.5500030517578,156556,Navkar Corporation Limited
2015-12-04,196.5,197.5,192.0,195.6499938964844,195.6499938964844,83830,Navkar Corporation Limited
2015-12-07,197.1000061035156,199.5,194.6999969482422,195.3000030517578,195.3000030517578,76008,Navkar Corporation Limited
2015-12-08,196.0,198.1000061035156,195.0,195.5,195.5,107413,Navkar Corporation Limited
2015-12-09,195.0,198.6999969482422,187.0,192.9499969482422,192.9499969482422,162264,Navkar Corporation Limited
2015-12-10,190.5,208.6999969482422,190.5,204.8999938964844,204.8999938964844,361049,Navkar Corporation Limited
2015-12-11,205.0,212.0,201.0,210.0,210.0,367003,Navkar Corporation Limited
2015-12-14,205.0500030517578,221.0,205.0500030517578,211.0,211.0,757815,Navkar Corporation Limited
2015-12-15,212.5,213.8000030517578,206.3999938964844,208.1000061035156,208.1000061035156,163326,Navkar Corporation Limited
2015-12-16,207.0,211.6999969482422,204.1000061035156,205.6499938964844,205.6499938964844,90287,Navkar Corporation Limited
2015-12-17,205.6000061035156,211.8000030517578,204.6000061035156,206.0500030517578,206.0500030517578,111127,Navkar Corporation Limited
2015-12-18,204.9499969482422,208.8500061035156,199.75,204.0500030517578,204.0500030517578,376829,Navkar Corporation Limited
2015-12-21,201.8500061035156,203.8000030517578,196.5,198.0,198.0,115610,Navkar Corporation Limited
