Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2002-07-01,11.0,11.0,11.0,11.0,6.931054592132568,571,Keynote Financial Services Limited
2002-07-02,11.0,11.0,10.5,10.5,6.616006374359131,300,Keynote Financial Services Limited
2002-07-03,11.0,11.199999809265137,11.0,11.100000381469728,6.994063854217529,750,Keynote Financial Services Limited
2002-07-04,10.550000190734863,11.399999618530272,10.5,11.100000381469728,6.994063854217529,1300,Keynote Financial Services Limited
2002-07-05,11.25,11.800000190734863,11.25,11.350000381469728,7.151587009429932,1256,Keynote Financial Services Limited
2002-07-08,11.5,11.5,11.5,11.5,7.246102333068848,50,Keynote Financial Services Limited
2002-07-09,11.899999618530272,13.800000190734863,11.350000381469728,12.399999618530272,7.813187122344971,5310,Keynote Financial Services Limited
2002-07-10,13.699999809265137,13.75,12.100000381469728,12.449999809265137,7.844692707061768,1209,Keynote Financial Services Limited
2002-07-11,12.5,13.0,11.699999809265137,11.699999809265137,7.372120380401611,500,Keynote Financial Services Limited
2002-07-12,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,7.120081901550293,400,Keynote Financial Services Limited
2002-07-15,10.149999618530272,12.5,9.850000381469728,9.899999618530272,6.237948417663574,1051,Keynote Financial Services Limited
2002-07-16,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,6.237948417663574,0,Keynote Financial Services Limited
2002-07-17,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,6.237948417663574,0,Keynote Financial Services Limited
2002-07-18,9.149999618530272,10.5,9.149999618530272,9.550000190734863,6.017415046691895,414,Keynote Financial Services Limited
2002-07-19,10.0,10.699999809265137,10.0,10.550000190734863,6.647511959075928,1993,Keynote Financial Services Limited
2002-07-22,11.350000381469728,11.350000381469728,11.350000381469728,11.350000381469728,7.151587009429932,1,Keynote Financial Services Limited
2002-07-23,10.0,10.0,10.0,10.0,6.300958633422852,99,Keynote Financial Services Limited
2002-07-24,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-07-25,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-07-26,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-07-29,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-07-30,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-07-31,10.0,10.0,10.0,10.0,6.300958633422852,0,Keynote Financial Services Limited
2002-08-01,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,6.899549007415772,1,Keynote Financial Services Limited
2002-08-02,11.399999618530272,11.399999618530272,8.899999618530273,8.899999618530273,5.607852458953857,303,Keynote Financial Services Limited
2002-08-05,10.649999618530272,10.649999618530272,8.550000190734863,9.0,5.670863628387451,803,Keynote Financial Services Limited
2002-08-06,10.5,10.5,10.5,10.5,6.616006374359131,1,Keynote Financial Services Limited
2002-08-07,11.399999618530272,11.399999618530272,9.899999618530272,9.899999618530272,6.237948417663574,2,Keynote Financial Services Limited
2002-08-08,10.949999809265137,10.949999809265137,10.199999809265137,10.199999809265137,6.426977157592773,2,Keynote Financial Services Limited
